headword,pos,supplement,entry,meaning,ipa,word_id,example_sentence,translated_sentence,sentence_id
,,,window,窓 / (銀行などの)窓口 / (店の)飾り窓  / 窓ガラス([[windowpane]])  / 窓状の物 / (封筒のあて名を見えるようにした)窓,/'wɪndoʊ/,47533,I opened the window to let some fresh air in.,私は新鮮な空気を入れるために窓を開けました。,1623364
,,,wine,"〈U〉〈C〉ワイン,ぶどう酒  / 〈U〉〈C〉(種々の)果実酒  / ワインカラー,赤紫色  / 〈人〉‘を'ワインでもてなす  / ワインカラーの,赤紫色の",/waɪn/,47558,I enjoy a glass of wine with dinner.,夕食時にワインを楽しんでいます。,3006764
,,,winter,"冬,冬季  / 冬の,冬に適した,冬用の",/'wɪntər/,47584,The winter has come and snow is falling.,冬がやってきて雪が降っている。,1623954
,,,within,"…以内に  / 《距離》  / 《期間・時間》  / 《範囲・制限》  / 《おもに文・古》《場所》…の内部に,の中に  / …の心の中に(で)  / 中に,内側に  / 内部",/wɪðˈɪn/,47661,I will finish the report within the deadline.,私は締め切りまでにレポートを終わらせます。,3006793
,,,without,"…なしに,を持たないで,を使わないで  / 《条件を表す句を作って》もし…がなければ  / 《動名詞を伴って》…しないで[は],せずに  / 《付帯状況のないこと》…しないで  / 《古》《場所》…を外に  / 《限度》…[の限度]を越えて  / 外に,外部に  / 外部  / もし…でなければ(unless)",/wɪðˈaʊt/,47662,I can't live without you.,君なしでは生きられない。,3006798
,,,world,"《the world》世界,地球  / 《the world》(特定の時代・特徴・地域に限られた)世界,《one's world》(個人の生活・経験などの)世界  / 《the world》宇宙  / 〈C〉(特に生物がいる)天体  / 《the world》世界の人たち,世間の人たち  / 《the world》世間,世の中,現世;《文》世俗,俗事  / 《修飾語を伴って》《the world》(特定のグループの作る)世界,(動植物の生存する)界  / 《a world, the world》大量(の…),たくさん(の…)《+of+名》",/wɜːrld/,47859,The world is full of different cultures.,世界はさまざまな文化で溢れている。,1623959
,,,wrong,"正しくない,間違っている,誤った  / (道徳的に)悪い,不正の  / 適当でない,ふさわしくない  / 《補語にのみ用いて》(…が)ぐあいが悪い,調子が悪い,故障した《+with+名》  / 裏の,逆の",/rɒŋ/,47977,The solution is wrong.,その解答は間違っている。,1623963
,,,year,"〈C〉(グレゴリオ暦で1月1日に始まり12月31日に終わる)年,暦年(calendar year)  / 〈C〉(任意の時からの)1年間,12か月  / 〈C〉年度;(特定の)1年  / 〈C〉…歳;《複数形で》年齢  / 《複数形で》老齢(old age)  / 《複数形で》長い年月,長月,多年  / 《複数形で》時代  / 〈C〉(天文学上の)暦年",/jɪr/,48087,This year has been very difficult.,今年はとても苦しいものだった。,1623964
,,,yes,"《肯定の問いに》『はい』,そうです  / 《否定の問いに》いいえ,違います  / 《呼びかけに答えて》はい  / 《相手に同意を示して》そうです,そうだ  / 《自分の言うことを強めて,しばしば yes, and(or)…の形で》いやそのうえ,しかも  /  《普通疑問の上昇調で》《相手の話の先を促して》そう,そうですか,それから  / 《相手の言葉に疑いを含めて》まさか,ほんとうですか  / 《待っている人などに対して》でご用は,でお話は  / 《自分の述べた言葉のあとで》ね,分かるかね,いいかね",/jɛs/,48122,"Yes, I can definitely help you with that.",はい、そのことなら間違いなくお手伝いできます。,3006939
,,,win,"〈自〉(競争・競技などで)《…に》勝つ, 優勝する《at, in ...》  / 〈他〉〈戦争・競技など〉に勝つ / 〈賞・名声など〉を勝ち取る",/wɪn/,47502,He won the competition.,彼はコンペに勝った。,1623952
,,,characterize,...の特性を示す / ...の特徴をなす / ...を特徴づける / 《...であると》...の特徴を述べる《as》,/ˈkærəktəˌraɪz/,7068,The careful analysis of the painting helped to characterize the artist's unique style and use of color.,絵画を注意深く分析することで、画家独自のスタイルや色使いを特徴づけることができました。,1627818
,,,yet,《否定文で》まだ / 《疑問文で》もう / 今なお,/jɛt/,48128,I haven't decided yet.,まだ決めていません。,1623967
,,,announce,"…'を'発表する,公表する  / …‘の'来訪(到着,出席)を大声で告げる;〈食事〉‘の'用意ができたことを大声で知らせる  / 〈物事が〉…'を'示す  / (ラジオ・テレビで)〈試合など〉‘の'アナウンスをする  / アナウンサーとして勤める(働く)",/əˈnaʊns/,1622,The company will announce its annual financial results next week.,その会社は来週、年間の財務結果を発表する予定です。,2996054
,,,approach,"〈U〉〈C〉(…に)接近,近づくこと《+to+名》  / 《しばしば複数形で》(ある目的で)(人に)近づくこと,取り入ること《+to+名》  / 〈U〉(…との)近似,類似《+to+名》  / 〈C〉(…へ)近づく道,(…への)入り口《+to+名》  / 〈C〉(問題・作品などの)扱い方,手引き;(…の)学習(研究)法《+to+名》",/əˈproʊtʃ/,1974,Let's try another approach to the matter.,その問題に別な取り組み方をしてみよう。,118320
,,,article,"(新聞・雑誌などの)(…についての)記事,論説《+on+名》  / (条約・契約などの)条項,箇条;《複数形で》契約  / 《複数形で》(またarticles of apprenticeship)徒弟年季契約  / (同種の物の)一個,一品,品物,商品《+of+名》  / 冠詞",/ˈɑːr.tɪ.kəl/,2278,This article explains the benefits of exercise.,この記事は運動の効果を説明しています。,1623424
,,,you,"あなた[がた]は(を),君[たち]は(を)  / 《命令文》君[たち],皆さん  / 《呼び掛け》君[たち],おまえ[たち]  / 《一般に人を指して》人は(を)",/juː/,48164,What do you think?,あなたは何を考えていますか？,1623968
,,,anger,"怒り,立腹",/ˈæŋɡər/,1532,His anger was evident in his tone.,彼の怒りは彼の口調に明らかだった。,2996098
,,,argue,"《...と...について》 議論する, 言い争う 《with ... about, on, over ...》 / ...を議論する / 《...するように》 ...を説得する 《into ...》",/ˈɑrɡjuː/,2148,They often argue about politics and social issues.,彼らはよく政治や社会問題について議論します。,2996219
,,,automatically,"自動的に  / 無意識に,機械的に",/ɔː.təˈmæ.tɪ.kə.li/,2745,The doors will automatically close after you exit.,あなたが出ると、ドアは自動的に閉まります。,2996409
,,,available,"利用できる, 役に立つ / (品物・情報などが) 手にはいる / (人が)手があいている / (法律が)効力のある",/əˈveɪləbəl/,2768,The room is available for rent.,その部屋は賃貸で利用できます。,2996432
,,,background,"(景色・絵などの)背景,遠景  / (模様などの)地  / (事件などの)背景  / (人の)経歴,前歴",/bækˌɡraʊnd/,2984,The background of the painting was a beautiful sunset.,その絵の背景は美しい夕日だった。,2996456
,,,battle,"〈C〉(個々の)戦闘,戦い;〈U〉戦争  / 〈C〉闘争  / 〈U〉《the~》勝利;成功",/ˈbætəl/,3495,The battle was fierce and lasted for hours.,その戦闘は激しく、何時間も続いた。,2996588
,,,avoid,"を避ける,を回避する / (契約など)を無効にする",/əˈvɔɪd/,2804,We should avoid eating too much junk food.,私たちはジャンクフードを食べすぎるのを避けるべきです。,2996441
,,,benefit,"〈C〉〈U〉ためになること(もの),利益,恩恵  / 〈C〉(国家などにより支払われる)給付金,手当  / 〈U〉慈善興行,募金興行",/ˈbɛnɪfɪt/,3857,Regular exercise has many benefits for our health.,定期的な運動は私たちの健康に多くの利益をもたらします。,2996679
,,,beer,〈U〉ビール / 〈C〉コップ1杯(びん1本)のビール / 発酵性飲料,/bɪər/,3690,I enjoy drinking beer with my friends.,私は友達とビールを飲むのが楽しいです。,3008895
,,,blind,"目の見えない,盲目の(sightless)  / 《補語にのみ用いて》(…を)見る目がない,気がついていない《+to+名》  / 盲目的な,めくらめっぽうの(reckless)  / (特に車の運転者に)隠れて見えない  / (通りなどが)行き止まりの,出口のない;(建築物が)窓のない",/blaɪnd/,4398,The blind man crossed the street with the help of his guide dog.,その目の見えない男性は、盲導犬の助けを借りて通りを渡りました。,2996809
,,,bind,"...を縛る, を束ねる / を巻く, を巻きつける / (人)を束縛する",/baɪnd/,4126,She used a rope to bind the firewood together.,彼女はロープを使って薪を一緒に縛りました。,2996740
,,,ease,"〈U〉(精神的な)気楽さ, (肉体的に)楽であること / 容易さ",/iz/,13327,The new software is designed to ease the process of data analysis.,新しいソフトウェアはデータ分析のプロセスを簡素化するために設計されています。,2997987
,,,block,"(木・石などの,通例平らな面のある)『かたまり』  / 《米》『区画』,街区  / 『妨害物』,障害物([[obstacle]]);(障害によって生じた)停滞,渋滞",/blɑk/,4430,The city block was [[filled with]] people.,街区は人で埋め尽くされていた。,1625207
,,,bomb,爆弾,/bɑm/,4701,The police found a bomb in the abandoned building.,警察は放棄された建物で爆弾を見つけました。,2996880
,,,brand,"(商品などの)種類,品質《+of+名》  / 商標,銘柄  / (家蓄・商品などに付けて所有主・品質などを示す)焼き印,焼きごて  / (昔罪人に押した)烙印(らくいん);汚名  / 《文》燃えさし",/brænd/,5078,This store offers a wide variety of brands.,この店舗では様々なブランドの商品が取り扱われています。,3008970
,,,cap,"(縁のない)帽子,制帽  / (形・用途が)帽子に似たもの;万年筆のキャップ,時計の中ぶた,びんのふた,キノコのかさなど  / (銃弾の)雷管;おもちゃのピストル玉  / 頂上,最高",/kæp/,6225,He was wearing a red cap.,彼は赤いキャップをかぶっていた。,1624062
,,,calculate,"…'を'見積もる,算定する  / 《受動態で》(ある目的で)…'を'意図する(intend)  / (推理・常識・体験によって)…'を'予想する,判断する,‘と'思う  / 見積もる;計算する",/'kælkjəleɪt/,5952,I need to calculate the cost of the project.,私はプロジェクトの費用を見積もる必要があります。,3009186
,,,calm,"(海・湖などが)穏やかな,静かな;(天候などが)穏やかな  / (心・態度などが)平静な,落ち着いた(composed)",/kɑːm/,6020,The lake was calm and peaceful.,湖は穏やかで平和だった。,2996928
,,,camera,"カメラ,写真機  / テレビ[用]カメラ",/ˈkæmərə/,6060,I bought a new camera yesterday.,昨日新しいカメラを買いました。,1624418
,,,carpet,"(部屋いっぱいに敷く)じゅうたん,もうせん  / 《比喩(ひゆ)的に》一面をおおうもの,辺りいっぱいに広がるもの",/'kɑːrpɪt/,6448,I need to buy a new carpet for my living room.,リビングルームに新しいじゅうたんを買わなければなりません。,2996940
,,,cent,〈C〉セント(1ドルの1/100;米国・カナダの貨幣単位;《略》￠)  / 〈C〉1セント銅貨  / 〈U〉(単位としての)100,/sɛnt/,6814,I found a penny on the street.,私は通りで1セント硬貨を見つけました。,3009391
,,,chain,"鎖;(装飾用の)鎖  / 《複数形で》束縛,拘束;囚人をつなぐ鎖  / (物事の)連続,つながり《+of+名》  / (商店・銀行・ホテルなどの)チェーン(一連の店が同一資本のもとで連携して経営される方式;その店)  / チェーン(測量で用いられる単位;約21.7m)  /",/ʧeɪn/,6951,He used a chain to secure his bike.,彼は自転車を固定するために鎖を使った。,3009417
